bike,div_rank,gender_rank,overall_rank,run,swim,name
05:03:37,185,954,1106,04:21:24,01:03:29,"Nyberg, Magnus 1682"
05:17:22,11,143,1067,03:55:50,01:09:07,"Whitby, Fiona 1197"
06:52:31,77,582,2149,06:17:58,01:14:08,"Sanabia, Elizabeth 1212"
06:05:12,--,--,--,--:--:--,00:56:27,"Whelan, Alex 2346"
05:07:22,202,1102,1331,04:17:11,01:17:39,"Zimmermann, David 1020"
05:47:10,25,411,1759,05:10:45,00:59:31,"Guex, Celine 2442"
05:02:30,151,799,885,04:00:43,01:05:26,"Parada, Adrian 1505"
07:14:26,12,1552,2124,05:21:01,01:45:54,"Munemasa, Yoshihito 171"
04:57:31,116,483,516,03:42:30,00:56:51,"Watts, Brochan 1803"
06:04:53,34,430,1805,04:32:25,01:30:35,"Nilk, Merle 858"
05:11:21,3,109,976,03:54:52,01:10:31,"Slyer, Julia 2432"
--:--:--,--,--,--,--:--:--,--:--:--,"Dietrich, Andreas 2292"
05:37:52,35,296,1499,04:18:52,01:10:26,"Power, Annemarie 1249"
--:--:--,--,--,--,--:--:--,--:--:--,"Jonsson, Magnus 617"
05:39:17,44,1132,1374,04:04:48,01:07:27,"Galat, Steven 402"
04:44:12,181,940,1086,04:29:08,01:10:18,"Tarabay, Michael 1520"
05:36:11,64,386,1706,05:05:48,01:06:22,"Shatnaya, Yekaterina 1949"
05:49:50,13,417,1774,05:11:34,00:58:20,"Janelle, Betty 538"
06:17:05,25,466,1876,04:42:54,01:29:09,"Bae, Me-Kyoung 561"
04:56:53,41,72,78,02:59:15,00:50:32,"Vinhal, Thiago 47"
05:35:58,89,1105,1336,04:04:10,01:04:51,"Thompson, Peter 2313"
04:47:44,4,298,321,03:27:15,01:02:21,"Heynemand Jr, Pierre 612"
04:53:25,80,498,532,03:39:27,01:03:37,"Ramirez, Sergio 1314"
05:53:03,238,1317,1702,04:37:25,01:14:58,"Hough, Jeremy 1472"
05:00:10,93,676,734,03:34:27,01:17:43,"Prochazka, Roman 931"
--:--:--,--,--,--,--:--:--,02:17:58,"Terumasa, Akio 137"
04:51:27,177,881,998,04:27:07,00:58:44,"Krug, Marcel 1667"
05:09:34,144,854,954,03:59:05,01:03:39,"Lucas, Fernando 1128"
04:23:23,35,48,52,03:24:51,00:50:43,"Viennot, Cyril 38"
05:02:51,37,752,828,04:03:06,00:56:40,"Berg, Barry 593"
--:--:--,--,--,--,--:--:--,--:--:--,"Tiner, Chelsea 2168"
04:48:32,109,442,474,03:40:57,01:01:41,"Stanek, Michael 2054"
05:35:57,44,229,1327,03:54:04,01:19:28,"Macdonald, Megan 1936"
05:39:23,69,1241,1563,04:12:07,01:29:45,"Puig Bell-lloch, Josep Maria 516"
06:42:13,2,1483,2005,05:23:16,01:20:12,"Rotondaro, Fidel 136"
05:34:07,55,322,1561,04:35:13,01:11:09,"Koning, Heather 2203"
05:02:52,131,820,909,03:57:15,01:07:14,"Park, Yongho 1061"
05:20:40,19,804,891,03:45:12,01:01:00,"Gampon, Dan 2392"
04:43:26,21,113,124,03:21:02,00:52:01,"Hobson, Scott 1662"
05:16:23,1,55,723,03:28:23,01:09:44,"Ryter, Joanna 2430"
07:20:49,211,1661,2296,07:19:18,01:44:58,"Hissong, Mike 2475"
05:17:08,4,72,799,03:33:07,01:09:01,"Guinoiseau, Linda 1205"
--:--:--,--,--,--,--:--:--,--:--:--,"Förster, Gustav 233"
05:37:25,168,1393,1841,05:12:51,01:22:17,"Tabacek, Steven 793"
04:56:14,70,457,490,03:22:36,01:12:27,"Hauf, Martin 1469"
04:43:46,69,295,318,03:23:01,01:07:15,"Lukosz, Petr 1674"
05:48:13,55,305,1516,04:03:42,01:18:55,"Norcross, Melissa 1941"
04:59:32,130,582,626,03:27:19,01:12:37,"Schepp, Julian 2129"
06:49:53,5,1616,2226,06:43:36,01:41:45,"Davis, Mount 129"
04:32:44,6,46,49,03:01:31,01:01:32,"Lomholt, Lars 2122"
04:19:58,15,15,15,03:00:17,00:50:39,"Koutny, Philipp 28"
05:17:25,214,1109,1340,04:21:36,01:03:32,"Johnson, Aj 109"
07:47:15,38,625,2258,06:17:40,01:35:30,"Yuko, Hayashi 354"
04:52:50,150,871,982,04:15:34,01:03:15,"Richardson, Craig 1003"
04:45:28,23,24,327,03:20:15,01:14:02,"Burke, Melanie 3037"
05:35:04,1,240,262,02:39:58,00:59:47,"Schipper, Geert 117"
05:10:23,3,70,785,03:42:01,01:06:40,"Phuah, Kelly 1190"
05:21:35,224,1205,1502,04:27:23,01:18:13,"Derbez, Olivier 1531"
04:47:42,25,333,361,03:33:51,01:00:26,"Taylor, Nathan 949"
05:05:29,3,729,801,03:38:04,01:16:04,"Roe, Michael 341"
05:13:34,11,68,779,03:31:42,01:13:52,"Jänese, Maria 2176"
04:39:34,45,184,202,03:19:11,01:07:09,"Manzoni, Bruno 1982"
05:40:28,90,1118,1355,03:57:33,01:09:46,"Buallay, Khalid 2272"
07:35:16,19,632,2286,07:09:37,01:29:08,"Wiebe, Sandi 255"
06:04:59,23,460,1864,04:58:05,01:22:50,"Kaczor, Julie 551"
04:41:29,9,207,225,03:27:06,01:00:55,"Christensen, Peter 1028"
04:40:58,23,190,208,03:32:07,00:55:28,"Vander Bruggen, Stephane 1427"
06:07:43,23,1493,2023,06:10:40,01:12:26,"Brockus, Charlie 231"
05:30:14,33,184,1211,03:56:47,01:10:52,"Müller, Melanie 1939"
05:23:56,55,1193,1478,04:23:59,01:14:01,"Marouschek, Paul 504"
05:34:46,111,1111,1344,03:56:26,01:10:09,"Hyndman, Scott 702"
05:34:25,19,359,1637,04:40:15,01:16:16,"Houseaux, Catherine 826"
05:33:31,56,309,1527,04:30:47,01:12:30,"Shallcross, Joanna 1592"
05:02:08,156,823,912,03:49:09,01:17:24,"Suppi, Ahti 1323"
04:18:33,30,32,33,03:22:48,00:47:54,"Amorelli, Igor 22"
06:41:33,30,517,1996,05:28:43,01:11:47,"TSANG, Ka Hung 2433"
05:20:26,209,1135,1378,04:10:24,01:22:43,"Gasiorowski, Piotr 976"
--:--:--,--,--,--,--:--:--,--:--:--,"Ehrhardt, Brian 1814"
05:01:26,102,1080,1288,04:35:13,01:00:13,"Ernst, Alexander-Maximilian 605"
05:03:14,62,909,1040,04:19:32,00:55:46,"Gudmundsson, Ragnar 747"
06:43:56,52,501,1966,05:04:59,01:18:06,"Kim, Nam-In 2355"
04:46:32,15,155,169,03:11:53,01:03:48,"Seitter, Nico 2311"
05:19:02,35,1285,1648,05:04:32,01:13:24,"Karr, Ryan 2410"
05:07:42,209,1089,1306,04:23:04,01:13:10,"Fiala, Tomas 2460"
04:57:22,95,687,748,03:58:46,00:56:53,"Whitby, Brandon 956"
05:17:21,14,162,1162,04:05:17,01:09:50,"Ponce, Carolina 1211"
06:43:30,11,505,1976,04:52:56,01:29:33,"Nelson, Laurelee 359"
06:46:31,26,1501,2045,05:13:21,01:35:33,"Sena, Roberto 213"
07:03:22,12,1623,2241,06:39:47,01:46:24,"Lampe, Jeffrey 121"
05:00:12,38,753,829,03:54:35,01:08:24,"Schrenk, Harald 678"
07:21:53,125,1615,2225,06:19:35,01:37:13,"Mattice, David 506"
04:39:59,127,573,617,04:07:15,00:55:31,"Montoisy, Guillaume 2044"
06:26:56,30,487,1917,04:46:04,01:27:34,"Evans, Susan 572"
05:19:42,95,1212,1518,04:46:44,01:05:56,"Gustavo, Rincaweski 2249"
05:09:53,159,907,1038,04:03:21,01:07:22,"Leitner, Franz 912"
07:00:40,206,1626,2244,06:55:23,01:32:22,"Lutz, Rob 765"
04:34:59,7,81,88,03:17:01,00:57:50,"Herber, Philipp 2250"
05:02:39,114,497,531,03:28:44,01:04:29,"Teichert, Max 2057"
05:47:29,16,280,1459,04:10:38,01:06:46,"Myers, Gina 2435"
05:20:51,16,188,1222,04:12:50,01:04:39,"Ruttenberg, Noga 1192"
06:00:57,216,1391,1835,04:45:00,01:30:13,"Smith, Sean 1863"
05:09:09,236,1292,1658,05:26:08,01:04:58,"Cormier, Renaud 892"
05:02:54,118,525,562,03:32:33,01:03:19,"Burrows, Justin 1959"
04:18:53,31,33,34,03:24:43,00:47:49,"Costes, Antony 27"
05:47:26,26,394,1718,04:32:50,01:27:03,"Lawrence, Patti 811"
05:26:38,52,285,1474,04:25:42,01:13:56,"Moerdyk, Susan 1626"
04:30:21,9,99,109,03:22:04,01:00:55,"Ek, Kristian 2293"
05:22:33,165,1388,1831,04:53:43,01:50:57,"Mcdiarmid, James 667"
05:21:10,207,1081,1289,03:57:50,01:16:28,"Torres, Juan 1324"
06:54:23,43,1595,2194,06:32:30,01:29:48,"Blakie, Eric 196"
05:13:07,194,1056,1252,04:12:16,01:16:37,"Lanza, Daniele 1669"
05:11:52,151,783,866,03:48:05,01:06:24,"Ganon, Yiftach 2071"
04:31:51,8,95,104,03:26:00,00:55:57,"Swart, Tiaan 2236"
07:26:53,130,1647,2277,06:50:14,01:39:06,"Swenson, Kevin 527"
05:07:55,50,811,898,03:58:46,01:00:35,"Wippell, Angus 645"
05:21:10,114,1115,1351,04:19:45,01:05:44,"Stenbrink, Björn 792"
05:34:17,18,135,1047,03:38:28,01:10:31,"Exenberger, Sabrina 2324"
05:54:08,57,515,1989,05:48:58,01:32:54,"Stepler, Joan 820"
--:--:--,--,--,--,--:--:--,--:--:--,"Kostic, Milos 127"
04:30:28,1,54,58,03:15:47,00:56:04,"Clerbout, Bruno 1394"
05:48:49,67,463,1871,05:31:23,01:08:46,"Kahkonen, Anna-Maria 1910"
04:54:53,141,617,666,03:45:27,01:04:56,"Swanson, Bryan 1865"
05:06:31,101,716,785,03:51:09,01:00:21,"Hall, Garry 978"
06:15:54,97,1406,1867,04:58:45,01:11:41,"Kiser, Rich 466"
05:40:04,41,216,1302,03:45:21,01:19:27,"Nalin, Audrey 1951"
05:40:09,197,1076,1283,03:58:04,01:03:49,"Evans-Fear, Gareth 1816"
07:16:17,3,1327,1722,03:09:24,01:20:24,"Garcia, Daniel 114"
06:28:25,118,1579,2168,06:46:24,01:21:09,"Vallefuoco, Dennis 529"
04:54:42,142,629,678,03:50:34,01:03:36,"Florimond, Alexandre 1764"
05:51:58,39,289,1485,03:56:27,01:19:44,"Wade-West, Milly 2360"
08:06:13,7,560,2092,04:41:57,01:19:54,"Mcternan, Liz 115"
05:09:27,73,589,633,03:42:07,00:53:08,"Pickard, Kevin 1142"
04:35:07,13,139,152,03:31:58,00:53:04,"Montenegro, Gaston 2304"
06:04:43,170,1402,1860,04:57:31,01:20:47,"Pritchard-Howarth, Martin 675"
04:47:44,40,341,370,03:29:03,01:02:19,"Tommila, Christopher 2314"
--:--:--,--,--,--,--:--:--,00:54:12,"Degasperi, Alessandro 40"
05:09:01,119,789,872,03:49:45,01:07:14,"Oppliger, Christophe 997"
05:18:19,156,867,975,03:54:16,01:02:23,"Kikuchi, Tomoaki 2114"
04:59:39,4,46,653,03:43:04,01:04:55,"Rachetto, Liza 1562"
04:44:19,141,739,813,04:15:01,01:01:31,"Haahtela, Sauli 1466"
05:13:31,118,1138,1382,04:19:29,01:20:20,"Regenberg, Claus 712"
05:25:03,27,148,1090,03:52:37,01:06:47,"Bradley, Rachel 1616"
04:56:33,101,389,420,03:18:02,01:11:56,"Alqais, Mohamed Isa 2482"
--:--:--,--,--,--,--:--:--,--:--:--,"Lopes, Hedla 368"
05:44:48,112,1112,1346,03:57:03,01:05:39,"Cho, Young-Suk 801"
05:12:22,174,986,1145,04:05:00,01:10:45,"Chadwick, Brian 890"
07:25:09,35,1544,2110,05:00:36,01:47:28,"Pelessone, Daniele 227"
05:37:10,91,1121,1358,03:45:40,01:26:56,"Wang, Kunchen 2317"
05:35:44,73,1261,1599,04:47:49,01:05:07,"Quelier, Denny 470"
04:36:55,1,80,87,03:09:02,01:03:18,"Van Rie, Koen 1015"
04:38:41,14,84,91,03:14:27,00:56:52,"Lewanzik, Heiko 1837"
05:14:38,184,1028,1212,04:13:40,01:06:16,"Pourchez, Samuel 1144"
04:43:16,62,278,300,03:29:02,01:01:34,"Marshman, Peter 1843"
04:40:00,91,536,574,03:50:05,01:08:16,"York, Kenny 1328"
06:01:42,18,524,2010,05:50:29,01:30:59,"Spicer, Rosie 361"
06:05:00,5,421,1786,04:45:18,01:14:37,"Griffith, Amy 366"
04:38:56,154,894,1018,04:20:06,01:17:30,"Chiodera, Even 964"
04:36:42,15,86,93,03:20:47,00:52:05,"Burke, James 1645"
04:58:14,24,974,1130,03:51:36,01:39:14,"Graham, James 404"
05:02:11,148,868,977,04:06:10,01:05:57,"Vendt, René 1078"
05:49:15,62,326,1570,04:18:58,01:15:57,"Jaskowska, Bożena 1615"
05:28:55,27,160,1152,03:55:43,01:06:56,"Troch, Kerstin 1922"
06:33:42,254,1480,1999,05:28:48,01:21:31,"Lewinstein, Marc 1485"
05:52:26,38,1365,1785,05:04:30,01:10:51,"Shively, Cody 2387"
04:11:27,10,10,10,03:00:02,00:54:14,"Weiss, Michael 21"
05:15:02,122,1148,1403,04:19:58,01:17:33,"Mcloughlan, Dave 668"
04:44:55,62,237,259,03:36:09,00:53:15,"Ford, Nathan 2026"
05:27:47,36,187,1220,04:14:08,00:58:43,"Schmidt, Kayla 2166"
05:55:37,241,1359,1778,04:43:02,01:21:25,"Huang, Dongwen 1473"
06:10:31,22,459,1861,04:53:58,01:20:14,"Polehoykie, Barbara 556"
07:43:30,5,606,2212,05:29:39,01:57:22,"Gonzales, Valerie 184"
04:45:22,154,700,765,04:05:16,01:05:02,"Wojtylo, Michal 1791"
05:06:46,72,956,1110,04:10:09,01:07:36,"Bouvier, Arnaud 594"
05:21:50,177,1288,1653,05:09:15,01:05:21,"Jacinto, Brandon 2034"
04:42:13,39,276,298,03:36:45,00:56:42,"Hemet, Nick 1404"
05:55:19,256,1435,1924,05:30:19,01:20:22,"Strolz, Ortwin 1160"
06:38:33,14,518,1997,05:25:07,01:15:02,"Watkins, Ginger 363"
05:26:53,56,1195,1481,04:25:56,01:07:34,"Roth, Volkmar 442"
06:45:26,59,1539,2105,05:35:14,01:50:40,"Lopez, Reyes 301"
05:49:00,14,424,1796,04:57:56,01:21:13,"Mcclelland, Narelle 553"
05:42:31,85,422,1792,05:22:25,01:01:08,"Knott, Mary 1554"
05:27:43,10,64,760,03:35:28,00:54:30,"Schmoll, Leonie 2209"
04:55:43,79,340,369,03:24:55,01:02:22,"Gehrer, Andreas 1637"
04:33:51,37,307,331,03:43:53,01:00:36,"Dessers, Thomas 2291"
04:52:01,72,585,629,03:46:18,01:05:44,"Rose, Nick 1065"
04:54:31,162,848,945,04:14:33,01:04:48,"Hockey, Andrew 1294"
04:48:10,56,227,249,03:17:44,01:04:15,"Faria, Bruno 1966"
06:03:20,27,410,1758,04:33:23,01:16:10,"Redmond, Lisa 840"
05:04:10,22,22,244,03:04:48,01:04:07,"Mckenzie, Beth 3039"
05:56:24,61,325,1569,04:10:49,01:18:24,"Frank, Monika 1545"
06:05:16,27,1507,2052,05:55:04,01:45:32,"Müller, Bernd 240"
04:59:57,133,572,616,03:39:06,01:01:25,"Seidel, Ronny 1858"
05:11:30,176,878,993,03:51:34,01:12:51,"Wu, Ming-Chieh 1794"
06:28:34,80,404,1739,04:10:07,01:16:24,"Toyokawa, Yuki 1569"
05:07:52,99,1059,1256,04:23:00,01:06:29,"Sankoff, Jeffrey 636"
05:12:42,183,1023,1203,04:09:24,01:13:27,"Burian, Ladislav 1092"
04:50:14,11,219,240,03:17:40,01:01:46,"Allica, Josu 1084"
06:05:08,30,1134,1377,03:37:11,01:11:47,"Akira, Sakata 2394"
04:50:35,124,797,883,04:10:25,01:03:45,"Harinck, David 979"
04:44:55,54,246,268,03:33:05,00:51:38,"Journot, Matthieu 1767"
04:49:04,24,331,359,03:22:50,01:07:12,"Lichtkoppler, Kurt 913"
04:12:58,6,6,6,02:52:56,00:54:02,"Russell, Matt 58"
05:17:36,9,62,750,03:30:46,01:08:16,"Iannarelli, Carla 2154"
04:49:30,10,217,237,03:14:13,01:06:22,"Day, Stephen 1030"
04:50:50,94,395,426,03:29:06,01:08:52,"Beci Calvo, Axel 1801"
04:48:31,132,555,597,03:49:05,00:58:38,"Manalich, Felipe 1736"
04:51:54,118,495,529,03:47:41,00:56:52,"Moncada, Carlos 1846"
04:54:21,84,518,553,03:44:21,00:58:51,"Densa, Domen 1274"
04:51:26,55,503,538,03:43:31,01:02:36,"Tamega, Guilherme 1161"
04:45:19,18,300,323,03:27:49,01:03:36,"Brettas, Leonardo 884"
07:31:28,39,630,2270,06:28:32,01:51:57,"Seo, Jung-Lee 371"
05:14:54,126,668,722,03:36:04,00:57:46,"Couanis, Gary 1454"
06:58:58,6,1620,2236,06:50:36,01:30:14,"Hola, Ken 139"
06:16:45,179,1444,1935,04:45:23,01:41:40,"Bordiga, Mirko 690"
05:48:18,57,318,1552,04:17:26,01:15:51,"Wong Diaz, Inés Adriana 1903"
05:17:53,97,1054,1248,04:09:39,01:11:23,"Schenk, Olaf 788"
05:16:27,1,80,840,03:41:35,01:06:49,"Enslin, Michelle 808"
05:22:20,174,1423,1905,05:55:57,01:17:17,"Oldenburg, Christoph 772"
04:56:55,168,873,984,04:10:24,01:07:11,"Pacher, Daniel 1503"
05:50:01,43,330,1575,03:58:46,01:33:30,"Ines Villaverde, Maria 1185"
07:47:51,46,1650,2280,06:06:32,02:13:07,"Tomita, Hiroshi 247"
05:08:14,2,40,581,03:30:46,01:03:04,"Schmidt-Mongrain, Sharon 1566"
04:44:59,103,732,805,04:12:36,01:01:25,"Waterstraat, Christian 1017"
05:52:32,212,1325,1719,04:37:26,01:21:03,"Hassan, Saif 1822"
05:21:35,143,1255,1591,05:05:36,00:55:19,"Fairbanks, Daniel 740"
--:--:--,--,--,--,--:--:--,--:--:--,"Kaier, Reinhard 754"
06:43:10,15,1561,2136,05:49:31,01:47:46,"Hashimoto, Takio 165"
05:15:25,5,89,907,03:54:35,01:00:36,"Tschech, Tanja 1233"
04:49:18,71,306,330,03:27:20,00:57:45,"Chivers, Leigh 106"
05:14:05,67,593,637,03:22:04,01:08:30,"Oshima, Jin 2262"
05:41:48,58,313,1534,04:20:26,01:16:11,"Kerimbayeva, Nagima 1605"
05:48:31,36,189,1230,03:31:55,01:19:34,"Crofton, Jackie 1538"
04:35:10,43,198,216,03:24:38,01:09:17,"Davis, Matthew 1649"
05:31:21,30,1289,1654,04:55:19,01:11:15,"Muijs, Leo 335"
04:52:57,81,348,377,03:30:51,00:57:59,"LIBER, DMITRII 1771"
06:13:35,192,1511,2058,05:46:59,01:42:44,"McMillin, Kyle 768"
05:26:03,40,219,1314,04:18:00,01:03:35,"Hermansson, Lisa 2175"
05:07:11,173,979,1136,04:08:10,01:14:23,"Kaye, Brad 907"
05:01:39,177,920,1060,04:11:51,01:07:59,"Olkvist, Christoffer 1360"
05:48:23,78,1270,1619,04:15:28,01:29:46,"Lehrieder, Gerald 409"
06:57:31,273,1566,2147,06:00:33,01:25:02,"Van Rensburg, Reon 1168"
05:28:14,133,1217,1525,04:35:46,01:06:05,"Zaid, Lakhdar 800"
05:21:15,182,1022,1201,04:02:31,01:11:16,"Höiom, Måns 982"
04:34:17,12,127,138,03:22:34,01:02:07,"Dabrowski, Dariusz 1269"
04:49:12,74,479,512,03:42:11,01:03:50,"Gennari, Gustavo 1284"
05:24:43,12,145,1074,03:50:24,01:08:00,"Fabian, Kimberly 1221"
07:11:52,14,1556,2129,05:34:08,01:38:44,"Chiarello, Greg 161"
05:53:50,69,365,1652,04:32:23,01:11:49,"Sagrero Rodriguez, Rosa Isela 1565"
05:14:19,161,840,936,03:50:07,01:08:20,"Vieira, Pedro 1377"
05:30:50,227,1235,1555,04:13:42,01:38:02,"Skoda, Ronald 1516"
04:38:02,17,145,158,03:27:42,00:55:40,"Bourguet, Benoit 1389"
05:57:20,257,1529,2087,06:57:31,01:05:10,"Christ, Doug 1393"
05:11:00,56,870,981,04:00:19,01:04:18,"Worroll, Paul 688"
04:44:31,104,430,462,03:41:59,01:01:58,"Doornbos, Erik 1760"
05:48:25,184,922,1064,03:29:07,01:03:33,"Nyberg, Johan 1681"
05:07:11,87,1009,1175,04:18:41,01:04:58,"Emde, Frank 739"
05:32:19,--,--,--,--:--:--,01:08:08,"Bubb, Sophie 1877"
05:04:38,134,642,692,03:41:01,01:03:33,"Nasser, Chris 1992"
05:01:15,129,813,901,03:48:30,01:13:23,"Oh, Il Hwan 1060"
--:--:--,--,--,--,--:--:--,--:--:--,"Vinogradov, Egor 1707"
--:--:--,--,--,--,--:--:--,01:07:35,"Van Wyk, Ryno 2316"
--:--:--,--,--,--,--:--:--,--:--:--,"Knapp, Juergen Werner 168"
06:27:47,52,1484,2006,05:15:56,01:33:46,"Viroli, Vanni 319"
--:--:--,--,--,--,--:--:--,--:--:--,"Alfaro, Fernando 2140"
04:49:11,123,545,585,03:50:47,00:59:35,"Cezar, Gustavo 2018"
04:56:27,90,534,572,03:45:05,00:56:52,"Gonon, Antoine 1465"
06:27:56,61,1567,2148,06:00:58,01:51:20,"Dieckhoff, Thomas 310"
04:34:01,25,193,211,03:34:13,01:00:30,"Stubleski, Daniel 1321"
04:31:38,5,347,376,03:40:06,01:10:17,"Jalabert, Laurent 662"
05:40:20,24,1494,2024,06:53:24,01:06:01,"Simpson, Rick 202"
04:20:17,23,24,24,03:10:14,00:50:44,"Buckingham, Kyle 15"
05:03:48,153,889,1009,03:53:05,01:18:48,"Schmalkoke, Thilo 1004"
05:37:26,43,342,1606,04:46:09,01:07:56,"Tercek, Alison 2345"
06:31:35,59,526,2013,05:35:00,01:20:05,"Candida Saldanha, Marilza 817"
04:44:48,46,462,495,03:40:41,01:07:27,"Christe, Romain 965"
05:21:43,27,989,1148,04:02:01,01:02:35,"Bullen, Liam 105"
04:50:40,33,392,423,03:28:09,01:08:33,"Rit, Stéphane 1148"
06:37:42,76,579,2143,06:22:38,01:26:49,"LOBO, SYLVIA 1244"
04:33:58,10,435,467,03:57:05,01:01:30,"Bluff, Daniel 2396"
04:40:07,51,210,228,03:25:36,01:02:17,"Lecompt, Cyril 2040"
--:--:--,--,--,--,--:--:--,01:03:36,"Sakurai, Ryuta 1510"
05:17:12,75,960,1114,03:53:55,01:10:04,"Dossche, Karl 694"
05:23:42,107,1087,1303,04:08:42,01:10:15,"Bareuther, Frank 649"
04:52:02,22,854,954,04:08:28,01:13:03,"Schefter, Mark 2395"
05:04:03,43,1130,1372,04:37:23,01:10:38,"Sunners, James 449"
05:50:48,103,1427,1909,05:20:59,01:26:04,"Z'Berg, Ernst 533"
04:16:58,28,29,30,03:15:26,00:53:59,"Sanders, Lionel 2"
05:02:05,160,717,787,03:38:24,01:13:03,"Sparidaans, Glenn 1747"
06:08:49,50,446,1837,05:07:31,01:00:10,"Ishida, Nagiho 2378"
05:05:58,6,50,687,03:36:54,01:08:16,"Boulmeti, Evgenia 2185"
05:00:36,203,1131,1373,04:50:41,01:01:27,"Gervais, Matt 1723"
05:29:16,38,201,1262,04:00:49,01:08:23,"Aguilar, Kathryn 1532"
05:33:03,33,1316,1701,05:16:02,00:57:58,"Black, Larry 275"
04:29:05,--,--,--,--:--:--,00:54:08,"Schildknecht, Ronnie 52"
05:05:26,3,35,535,03:27:43,01:04:13,"Fenton, Hilary 2325"
05:09:15,143,748,824,03:50:44,01:03:41,"Behler, Jeremy 1332"
06:51:16,199,1588,2183,06:35:40,01:20:22,"Pruett, William 783"
04:40:58,92,393,424,03:37:06,01:05:03,"Luginbühl, Christoph 1773"
05:19:16,95,1050,1244,04:01:07,01:15:42,"Hussmann, Per 701"
06:46:50,16,1562,2137,05:56:56,01:40:14,"Bourdillon, Patrick 143"
--:--:--,--,--,--,--:--:--,--:--:--,"Hoare, Becky 2370"
04:46:16,72,307,331,03:29:39,01:00:48,"Larsson, Johan 1835"
06:44:26,8,1474,1988,04:48:10,01:45:40,"Scheibehenne, Dr. Günther 178"
05:01:45,234,1287,1651,05:35:26,01:01:39,"Berredo, Pedro 1259"
06:06:57,64,343,1608,03:59:17,01:21:10,"Alberti, Vanusa 1533"
04:48:53,75,480,513,03:44:28,01:00:39,"Lopes, Marcos Felipe Mendes 1303"
04:51:02,7,365,394,03:23:59,01:08:34,"Gystad, Thorstein 610"
05:27:01,192,1057,1253,03:52:10,01:13:59,"Kusunoki, Masaki 1121"
05:25:54,15,320,1554,04:46:51,01:11:01,"Mclaughlan, Joanne 812"
07:14:07,15,615,2232,06:11:16,01:53:29,"Watson, Janet 273"
07:19:49,25,1640,2269,06:42:02,01:45:23,"Delbury, Gerard 163"
04:53:49,124,664,718,03:49:26,01:04:13,"Vanacker, Xavier 1426"
05:17:37,23,225,1320,04:14:50,01:14:24,"Javens, Amy 1186"
05:50:27,17,333,1585,04:18:53,01:18:17,"Fragnière, Karine 850"
04:44:51,20,179,196,03:12:41,01:07:57,"Roth, Lukas 2309"
07:02:02,98,613,2229,06:39:00,01:29:48,"Fritsch, Jill 1620"
05:31:16,38,211,1293,04:02:54,01:10:56,"Tryoen, Nadege 1923"
04:47:56,65,565,608,03:44:22,01:10:13,"Brazzale, Jackson 2289"
05:31:37,233,1274,1629,04:57:45,01:02:53,"Nunez, Juan 995"
08:01:26,--,--,--,--:--:--,01:38:57,"Sato, Fumiaki 142"
05:23:08,26,185,1217,03:57:27,01:16:28,"Liouta, Lamprini 2329"
05:08:02,99,701,766,03:26:36,01:18:25,"Possenriede, Carsten 1000"
06:16:40,243,1364,1784,04:16:18,01:31:22,"Ramirez Bernal, Cesar 1507"
--:--:--,--,--,--,--:--:--,--:--:--,"Kojima, Yutaka 124"
04:55:10,1,29,362,03:17:13,01:09:12,"Svejstrup, Christina 1916"
06:46:51,48,483,1910,04:26:29,01:28:31,"Tanabe, Rio 843"
07:08:54,99,1629,2247,06:35:40,01:47:42,"Zhang, Huifeng 2319"
05:48:53,43,1400,1857,05:11:33,01:22:13,"Jensen, Ib Erik 313"
04:56:11,19,915,1051,04:05:49,01:17:20,"Perroteau, Alain 416"
05:06:57,188,1041,1229,04:15:27,01:17:40,"Gregory, Colin 1038"
05:38:40,63,334,1586,04:38:31,01:08:39,"Wardrope, Kate 1635"
05:43:13,158,1340,1746,05:06:50,01:08:28,"Pearce, Adrian 777"
04:40:20,100,583,627,03:55:00,01:07:30,"Newman, Steven 1416"
04:46:15,10,768,851,04:10:54,01:09:40,"Labouchere, David 408"
04:51:38,18,100,110,03:07:51,00:53:02,"Gmünder, Gabriel 1819"
06:41:48,13,512,1984,05:04:31,01:28:46,"Gensior, Berenike 365"
05:20:07,199,1013,1182,04:13:38,01:00:21,"Alberola Teruel, Sergio 1436"
04:25:18,10,61,66,03:24:08,00:53:06,"Sapieha, Nicolas 2085"
04:49:44,135,578,622,03:59:04,00:55:27,"Bickerstaff, Ryan 1639"
04:52:54,187,973,1129,04:36:19,00:58:04,"Calahorra, Mikel 1647"
--:--:--,--,--,--,--:--:--,01:53:42,"Spasojevich, Thomas 125"
06:46:34,132,1657,2289,08:06:40,01:20:00,"Rafferty, Dennis 517"
04:47:26,28,678,736,03:19:39,01:45:59,"Kristensen, Lennie 664"
04:34:46,45,316,341,03:44:09,01:01:58,"Fuchs, Andreas 1463"
05:28:35,248,1396,1849,05:39:31,01:10:14,"Chmielewski, Piotr 1450"
05:34:05,30,270,1437,04:06:13,01:20:07,"Mazin, Irena 1246"
05:03:50,115,500,534,03:30:16,01:03:02,"Ung, Ryan 2089"
04:39:51,143,712,780,04:15:38,01:01:24,"Guillaume, Benoit 2141"
05:07:06,20,927,1070,03:59:48,01:12:39,"Gruber, Michael 405"
07:03:36,184,1528,2085,04:52:38,02:03:37,"YIJUN, Zhang 2137"
