bike,div_rank,gender_rank,overall_rank,run,swim,name
05:40:40,32,225,1320,04:00:18,01:04:54,"Schlabach, Corrine 2359"
06:45:10,203,1603,2208,06:56:58,01:18:24,"Berland, Mike 724"
--:--:--,--,--,--,--:--:--,02:11:07,"Robitaille, Jean 177"
06:27:51,253,1475,1990,05:52:34,00:58:06,"Hodgson, Pete 1470"
05:33:15,178,1017,1192,03:47:02,01:13:31,"Ota, Hideki 927"
05:15:24,67,934,1079,04:01:20,01:06:15,"Luurtsema, Jon 706"
05:25:19,137,1242,1564,04:35:49,01:18:39,"Jones, Mark 616"
04:54:33,30,705,771,03:45:40,01:17:00,"Burger, David 596"
05:00:01,21,618,667,03:38:33,01:08:28,"Fries, Juergen 744"
05:50:19,83,1312,1692,04:33:52,01:20:04,"Saussus, Phil 445"
04:50:46,102,426,458,03:33:37,01:04:30,"Shaked, Amit 1859"
04:43:11,37,268,290,03:23:42,01:07:23,"Jourdan, Lionel 1479"
05:51:27,25,1247,1578,04:28:16,01:03:13,"Cuthbertson, Andrew 309"
05:35:57,38,1090,1308,04:10:32,00:57:50,"Nevills, Andrew 509"
05:14:48,199,1078,1285,04:14:55,01:12:31,"Weber, Marko 1081"
07:20:42,196,1560,2135,05:33:38,01:26:15,"Lane, Richard 757"
06:37:54,9,1535,2095,06:02:50,01:25:14,"Dell, Chris 118"
04:52:59,173,886,1004,04:10:22,01:15:10,"Davidson, Matthew 1271"
06:22:08,23,399,1731,04:31:47,00:58:49,"Gardiner, Sydney 1621"
05:24:48,35,182,1209,04:06:59,01:05:17,"Praznik, Meaghan 2164"
07:38:03,67,1622,2240,06:03:18,01:32:01,"monahan, kelly 332"
06:35:30,197,1568,2150,06:15:01,01:38:40,"Edelstein, Gregg 2474"
05:49:56,41,324,1567,04:15:52,01:16:13,"Chow, Lara 2364"
06:17:13,36,434,1811,04:26:40,01:28:03,"Westerfeld, Sabine Hildegard 871"
06:05:07,3,1491,2020,05:31:39,01:56:09,"Magliulo, Gennaro (Jerry) 128"
04:42:37,65,440,472,03:47:41,01:00:28,"Favre, Francky 1281"
05:00:01,157,825,914,03:48:34,01:19:46,"Schmitt, Craig 1511"
04:58:10,75,720,791,04:01:09,00:59:21,"Hotson, James 2251"
05:30:44,174,1200,1490,04:21:08,01:15:15,"Aboshabana, Gamal 2093"
05:54:27,49,1156,1417,03:42:21,01:13:43,"Backes, Andreas Adolf 481"
07:20:26,230,1608,2215,05:57:47,01:57:21,"Peng, Jia 1850"
04:30:54,15,78,85,03:12:28,01:04:03,"Gryp, Wouter 2030"
07:53:28,67,619,2248,06:04:48,01:36:02,"Mackinnon, Kathryn 873"
05:33:57,220,1178,1455,04:07:03,01:18:50,"Canaria, Jaynald 1449"
05:17:51,167,939,1085,03:55:10,01:07:46,"Lipinsky, Goetz 1051"
06:13:22,50,485,1912,05:03:55,01:21:45,"Rea, Jennifer 816"
04:34:04,79,494,528,03:56:08,01:04:22,"Bosshard, Pascal 1261"
05:35:37,181,1352,1764,04:51:04,01:25:45,"Oberhof, Wanja 2131"
04:41:55,64,926,1069,04:39:51,01:00:59,"Horlacher, Frank 753"
04:55:33,67,453,486,03:36:01,00:59:37,"Vergano, Gabriele 1430"
04:59:40,161,919,1058,03:55:53,01:19:07,"Lummis, Greg 1053"
05:51:08,262,1476,1991,06:20:00,01:05:49,"Koenigs, Erik 1047"
04:43:33,107,417,449,03:45:07,01:01:18,"Engel, Eric 1965"
06:08:33,157,1335,1737,04:33:57,01:11:13,"Charles, Andrew 602"
04:53:48,145,862,967,04:15:23,01:04:28,"Mccabe, Mark 921"
05:56:04,40,306,1517,04:17:17,01:00:16,"Colbert, Carey 2350"
04:59:54,45,377,406,03:23:02,01:00:54,"Colvin, Sam 2219"
05:10:49,146,865,972,03:48:44,01:14:09,"Slater, Paul 1005"
04:48:30,66,289,312,03:29:32,00:59:03,"Mari Ferrer, Ricard 1841"
05:08:13,17,897,1023,03:54:39,01:15:26,"Van Der Meer, Dennis 480"
06:29:55,22,1488,2015,05:50:20,01:09:38,"Henry, Max A 207"
04:49:02,80,772,855,04:02:03,01:15:47,"Neukamp, Christoph 2305"
--:--:--,--,--,--,--:--:--,--:--:--,"Ellis, James 2294"
05:10:28,93,1046,1239,04:16:09,01:07:24,"Gompers, Paul 2458"
05:28:11,105,1084,1295,03:55:05,01:20:07,"Brix, Lars 651"
--:--:--,--,--,--,--:--:--,--:--:--,"Stewart, Graeme 1519"
05:20:12,21,831,926,03:43:48,01:05:49,"Hiraya, Shun 2383"
05:50:36,15,1433,1922,04:57:51,01:51:23,"Bentele, Rene 229"
07:01:39,208,1648,2278,07:40:52,01:19:17,"Arnold, Martin 721"
--:--:--,--,--,--,--:--:--,--:--:--,"O Gorman, Ivan 1499"
07:14:19,30,580,2144,05:42:50,01:29:18,"Norris, Melonie 390"
05:04:35,7,69,783,03:45:11,01:08:47,"Karlsson, Mirella 1601"
06:47:32,200,1591,2190,06:30:01,01:35:00,"Rogan, Paul 785"
07:12:19,35,602,2199,06:37:13,01:09:26,"Dobbs, Kylie 2440"
05:39:15,177,1441,1932,06:07:46,01:05:33,"Di Guiseppe, Louis 656"
05:11:54,18,912,1045,03:57:18,01:07:27,"Trouvé, Pascal 479"
04:46:21,51,341,370,03:30:07,01:04:51,"Neubeck, Lukas 1497"
05:58:55,31,418,1776,04:48:49,01:15:33,"Swistak, Natalie 867"
05:22:25,17,132,1043,03:49:01,01:09:42,"Focquenoy, Heloise 2335"
05:49:30,40,314,1540,04:07:08,01:21:53,"Harz, Susanne 1182"
05:16:35,5,48,656,03:14:36,01:16:08,"Brock, Katrine 2321"
04:51:00,86,327,353,03:37:54,00:53:26,"Roberts, Dane 2049"
04:45:41,67,257,279,03:27:12,00:59:02,"Velez, Alvaro 2005"
05:02:16,23,103,961,04:08:51,01:06:09,"Lechowicz, Anna 2157"
05:56:48,222,1471,1975,05:59:17,01:10:24,"Hughes, Kyle 1827"
05:25:21,14,108,974,03:46:07,01:03:33,"Kyme, Katie 1911"
05:49:27,214,1337,1742,04:31:25,01:31:54,"Hejlskov, Keld 1823"
04:26:07,1,1,25,02:57:05,00:57:27,"Ryf, Daniela 3001"
--:--:--,--,--,--,--:--:--,01:03:00,"Escalas, Pablo 658"
06:50:57,62,556,2079,05:34:46,01:28:41,"Potter, Michele 833"
04:37:17,39,60,65,03:16:27,00:52:27,"Cochrane, Simon 54"
04:59:11,36,1306,1684,05:45:10,01:00:43,"Hegenbarth, Amadeus 2397"
05:44:08,220,1190,1475,03:54:10,01:24:22,"Knight, Darren 1118"
05:34:54,32,273,1448,04:10:36,01:08:57,"Neil, Debra 1247"
05:14:24,165,860,963,03:36:05,01:19:58,"Överfjord, Daniel 1363"
04:49:40,37,424,456,03:42:31,00:55:37,"Henderson, Gordon 1111"
06:07:30,8,373,1668,04:16:36,01:16:56,"Kuitse, Amy 575"
04:40:30,6,269,291,03:32:12,01:02:50,"Feldman, Roy 2406"
04:42:51,53,232,254,03:34:22,00:53:02,"Menuci, Thiago 1676"
--:--:--,--,--,--,--:--:--,--:--:--,"Mossenson, Ian 199"
05:03:41,149,770,853,03:54:50,01:05:44,"Oosterwaal, Daniel 1362"
05:47:05,11,283,1471,03:46:32,01:28:25,"Dushay, Jody 807"
04:47:09,122,516,551,03:51:45,01:00:41,"Zanker, Mark 1795"
05:06:03,15,111,980,04:03:37,01:06:57,"Lanter, Emily 1887"
07:51:35,223,1521,2076,04:30:35,01:33:55,"Yao, Jian 1872"
04:54:41,17,17,189,03:14:12,00:58:39,"Siddall, Laura 3015"
06:16:35,65,348,1615,04:08:31,01:07:13,"Bolvin, Erica 1598"
04:28:56,22,23,23,02:55:34,00:54:16,"Brown, Cameron 44"
--:--:--,--,--,--,--:--:--,00:58:27,"Svensk, Sara 3041"
05:34:26,39,307,1519,04:28:21,01:11:47,"Newman, Deanna 1189"
04:44:28,40,438,470,03:46:02,01:00:59,"Cuccaro, Rodrigo 968"
05:25:12,152,1308,1688,05:10:18,01:11:13,"Leal, Jose 665"
04:37:17,123,663,717,03:56:49,01:15:35,"Fritsch, Nicolas 1462"
06:29:57,18,1458,1954,05:18:44,01:10:31,"Butts, Thomas 232"
05:22:31,73,957,1111,04:03:06,00:59:28,"Steffens, Geoffrey 681"
04:56:00,98,570,614,03:41:53,01:04:21,"Shahar, Tomer 1369"
05:08:05,43,777,860,03:50:27,01:07:25,"Hill, Paul 613"
05:18:22,17,85,877,03:37:04,01:11:46,"Pisarek, Ewelina 2192"
04:53:28,20,602,646,03:47:45,01:02:56,"Haidenek, Peter 611"
05:09:50,37,1354,1769,05:51:58,00:55:17,"Guinchard, Loic 2382"
04:48:03,10,398,429,03:38:10,01:01:40,"Rojas Calvo, Pascal 786"
05:24:52,28,156,1123,03:41:50,01:22:50,"Køngerskov, Signe 1585"
06:06:25,17,440,1822,04:47:31,01:20:10,"Matsalla, Catherine 540"
06:36:11,261,1575,2162,06:24:27,01:31:51,"Irwin, Brian 1475"
07:30:48,70,1641,2271,06:23:07,02:01:01,"Crafter, Ian 323"
05:00:42,62,532,570,03:46:07,00:54:22,"Entraygues, Edouard 1032"
06:22:57,227,1563,2138,06:28:16,01:28:55,"Johansen, Tyler 1830"
04:56:45,93,538,576,03:34:46,01:09:02,"Roos, Patrick 1418"
04:12:27,21,21,21,03:11:28,00:54:02,"Plese, David 48"
04:33:20,21,178,195,03:36:28,00:56:06,"Cardoen, Olivier 1265"
05:06:02,7,54,711,03:38:46,01:03:27,"Fischer, Dani 2148"
04:54:33,71,468,501,03:30:31,01:06:50,"Kern, Ronny 1481"
05:04:34,164,858,960,04:01:05,01:04:19,"Valeriote, Jeremy 1374"
05:39:31,64,1220,1532,04:12:20,01:24:20,"Wisot, Jeff 423"
05:36:13,99,1413,1882,05:28:37,01:31:19,"Porter, Stuart 417"
06:34:46,24,461,1866,04:20:43,01:27:24,"Shiba, Yoko 543"
05:00:10,35,291,314,03:10:41,01:03:01,"Wallace, Christopher 2268"
04:44:45,14,14,168,03:21:56,00:58:18,"Jackson, Heather 3007"
05:25:48,25,151,1100,03:46:32,01:10:12,"Spates, Taryn 1897"
04:55:05,96,568,612,03:31:36,01:13:20,"Weber, Andre 1378"
04:44:50,42,441,473,03:48:50,00:57:16,"Kotilainen, Sami 988"
06:21:42,41,453,1848,04:31:47,01:26:51,"Thompson, Chris 836"
05:20:15,32,228,1324,04:33:56,00:54:40,"Konschak, Katja 3040"
05:33:58,24,1240,1562,04:46:54,01:00:56,"Monica, Tom 284"
05:09:05,81,812,899,04:04:22,00:57:35,"Bouillet, Louis 2245"
05:43:46,75,384,1698,04:50:31,01:11:35,"Dasso, Sara 1581"
04:42:02,125,563,606,04:09:53,00:51:53,"Pears, Mathew 2047"
04:52:56,26,238,260,03:23:03,00:55:19,"Romero Garcia De La Cadena, Rodrigo 2222"
04:34:47,38,57,61,03:14:44,00:54:04,"Baldwin, Nick 56"
04:53:49,38,433,465,03:34:10,01:01:05,"Geurts, Auke 898"
04:44:43,97,410,441,03:46:01,00:58:20,"Polak, Johannes 1851"
08:13:18,--,--,--,--:--:--,01:39:26,"Schneider, Mark 525"
05:11:01,36,747,823,03:42:58,01:07:12,"Bessaa, Mebarek 689"
07:00:47,4,601,2198,06:19:43,01:38:51,"Grabow, Natalie 186"
05:22:11,146,1293,1660,05:15:31,01:04:53,"Lundberg, Dave 621"
04:50:16,47,200,218,03:22:41,00:55:29,"Rowlings, Clint 2051"
05:07:20,163,930,1075,04:06:52,01:07:08,"Fourie, Mark 974"
05:21:57,212,1164,1431,04:17:53,01:15:57,"Janne, Toivonen 952"
05:08:01,16,883,1001,03:46:20,01:17:34,"Takahashi, Seigo 475"
05:08:32,42,773,856,03:44:41,01:12:46,"Hill, Rob 614"
04:58:07,40,762,842,04:07:20,00:55:51,"Almeling, Stefan 589"
05:00:37,119,652,705,03:45:32,01:04:40,"Bentley, Daniel 1333"
04:53:21,80,610,658,03:49:06,01:02:57,"Durand, Patrice 1031"
08:00:38,6,1513,2062,04:03:18,01:28:53,"Hartrick, Glenn 120"
06:31:04,263,1485,2007,04:56:21,01:47:23,"Italia, Frederick 1116"
07:38:41,8,1638,2267,06:18:14,01:47:11,"Fustok, Abdel K 130"
04:47:18,135,643,693,03:55:29,01:08:50,"Gijzen, Jeroen 2108"
06:43:22,119,1585,2177,06:45:25,01:22:20,"Wright, Rob 532"
04:49:59,52,428,460,03:34:13,01:02:32,"Sprentall, Shaun 2312"
04:55:39,145,756,834,03:52:23,01:12:00,"Nisula, Kris 1308"
05:26:08,40,215,1301,04:17:09,01:03:01,"Florencia Fraga, Maria 1906"
05:18:03,101,1425,1907,06:16:17,01:08:42,"Hoerandner, Guenter 463"
--:--:--,--,--,--,--:--:--,--:--:--,"Mitchell, Simone 2179"
05:06:32,33,730,802,03:31:57,01:19:03,"Nocentini, Leonardo 708"
06:29:05,47,470,1883,04:49:15,01:14:13,"Cinter, Jo 847"
--:--:--,--,--,--,--:--:--,--:--:--,"Campbell, Brittany 2363"
04:15:41,7,7,7,02:54:15,00:50:53,"Skipper, Joe 24"
05:47:03,145,1282,1643,04:35:40,01:11:18,"Deaustria, Dj 655"
05:56:37,2,1257,1593,04:12:47,01:17:38,"Kinneman, Tom 225"
04:26:48,32,39,41,03:16:57,00:50:30,"Van Lierde, Frederik 11"
07:47:31,48,1666,2304,06:51:17,01:55:16,"Wen, Xiangdong 217"
05:09:23,180,937,1083,03:59:56,01:13:53,"Avalos, Macario 1385"
04:48:15,28,31,414,03:46:31,00:54:05,"Mcbride, Rachel 3026"
05:16:19,58,511,546,03:17:59,01:04:21,"Terrez, Fernando Jose Lopez 1073"
04:18:06,7,183,201,03:33:53,01:13:51,"Vinokurov, Alexandr 1170"
04:52:00,23,319,344,03:19:23,01:09:31,"Luiz Cerize, Pedro 889"
05:40:05,68,364,1649,04:42:17,01:16:07,"Vande Kerckhove, Annick 1570"
04:45:53,60,266,288,03:36:25,00:51:52,"Fuentes, Jorge 1818"
04:53:54,100,388,419,03:31:21,01:00:51,"Breheny, Chris 2066"
07:25:56,20,1600,2204,06:06:50,01:32:42,"Bresciani, Peter 159"
07:44:00,--,--,--,--:--:--,01:56:22,"Lettner, Tommy 134"
05:52:53,235,1291,1657,04:37:35,01:08:06,"Porter, Brett 999"
05:18:01,15,122,1013,04:08:15,00:53:12,"Quick, Angela 2331"
05:28:55,71,955,1108,03:45:22,01:10:20,"Jany, Thomas 703"
04:36:36,77,337,366,03:49:34,00:56:24,"Seghers, Maarten 1783"
04:52:13,46,199,217,03:13:59,01:02:16,"DOnofrio, Vince 1962"
--:--:--,--,--,--,--:--:--,02:07:26,"Huang, Zhu 166"
06:28:26,20,1486,2009,04:58:54,01:52:15,"Wärnberg, Lars 215"
04:58:45,187,961,1116,04:06:50,01:21:35,"Fjeld, Jarand 1282"
05:02:27,93,1176,1450,05:08:38,00:51:30,"Romain, Louedec 2279"
05:03:00,195,996,1157,04:06:05,01:10:41,"Naudts, Peter 1415"
05:42:03,36,266,1426,03:59:49,01:16:16,"Lykke, Camilla 2374"
05:05:50,153,699,763,03:41:12,01:05:53,"Gonzalez, Cristian 1659"
06:44:20,21,1487,2011,05:26:08,01:14:05,"Rae, Ken 242"
05:45:38,265,1633,2255,08:29:37,01:19:18,"Rake, Daniel 1506"
07:35:39,51,638,2302,07:18:10,01:39:41,"Lindeborg, Valerie 579"
05:29:53,31,168,1178,03:50:11,01:16:00,"Grölz, Katharina 1546"
04:55:39,102,391,422,03:25:14,01:03:08,"Douglas, Cadeyrn 2103"
04:32:59,2,34,36,03:02:34,00:55:46,"Mortensen, Mikkel 2259"
05:22:10,91,1035,1223,04:03:52,01:13:33,"Craig, Simon 735"
05:27:28,135,836,932,03:30:59,01:10:56,"St-Cyr, Stephane 945"
04:46:35,71,614,663,03:58:49,01:01:28,"Tiret, Edouard 2281"
06:26:31,19,1479,1995,05:41:29,01:13:14,"Schoonderbeek, Epj 244"
04:41:01,207,1262,1600,05:57:27,00:53:43,"Valencia, Juan 1704"
05:17:10,180,895,1021,03:50:30,01:10:02,"Tsang, Chun Kit 1702"
06:19:03,49,1457,1953,05:16:48,01:28:40,"Northwood, Neil 337"
06:03:41,55,396,1723,04:23:49,01:19:40,"Annebäck, Malin 1234"
05:23:18,11,93,922,03:31:23,01:15:40,"Hill, Victoria 1550"
04:40:20,34,142,155,03:10:24,01:10:30,"Beney, Maxime 2097"
06:00:30,36,1321,1707,04:36:21,01:11:14,"Box, Tom 322"
04:50:23,26,349,378,03:30:57,01:01:26,"Kovac, Tomaz 1119"
04:53:01,121,515,550,03:45:10,00:59:16,"Jearanai, Jaray 1728"
05:26:34,31,209,1290,04:06:17,01:11:44,"Lumiaho, Iina 2373"
04:51:08,69,951,1102,04:28:50,01:07:16,"Arseneau, Marc 592"
04:44:45,24,209,227,03:33:22,00:51:45,"Tissot, Alexis 2266"
04:58:21,140,596,640,03:26:16,01:17:06,"Bies, Torben 1756"
06:52:05,43,568,2112,05:51:03,01:24:10,"Tonon, Laura Monica 568"
04:34:01,17,92,100,03:12:24,01:03:44,"Miller, Ryan 1677"
05:24:03,94,1206,1506,04:34:16,01:07:55,"Wai Ho, Wong 2270"
06:34:26,265,1505,2049,05:26:05,01:36:39,"Reese, Matthew 1147"
05:04:34,200,1024,1204,04:05:07,01:24:54,"Vikse, Bjørn Egil 1524"
05:58:26,16,1189,1473,03:47:38,01:17:50,"Akahama, Koji 307"
05:08:41,24,25,338,03:07:16,01:05:03,"Frades, Gurutze (Guru) 3028"
06:14:10,17,522,2004,05:33:42,01:38:07,"Plager, Grace 391"
05:39:47,124,1157,1418,03:52:54,01:24:15,"Lavesson, Tony 759"
04:47:34,83,513,548,03:34:22,01:15:48,"Borowik, Sebastian 1388"
04:47:46,92,354,383,03:35:08,01:00:20,"Adriaens, Joe 1952"
--:--:--,--,--,--,--:--:--,01:29:49,"Tulloh, Catherine 261"
06:21:18,44,1408,1869,04:42:05,01:17:24,"Ross, Scott 316"
05:00:30,15,542,582,03:33:03,01:07:58,"Limmer, Kilian 2398"
06:12:27,67,482,1904,05:11:00,01:15:47,"Gemmell, Michelle 1179"
05:38:26,65,1224,1537,04:09:32,01:27:15,"Shimizu, Masato 472"
05:22:33,204,1039,1227,04:11:35,01:03:43,"Castillo, Francisco 2466"
05:27:10,218,1182,1463,04:11:14,01:23:21,"Simon, Philippe 943"
06:14:15,76,387,1709,04:26:57,01:04:24,"Sirivongs, Tassawan 1608"
05:17:27,82,505,540,03:15:50,01:04:44,"Sumbal, Karel 1322"
06:01:29,32,1311,1691,04:31:54,01:09:40,"Dye, Michael 296"
05:49:00,26,1248,1579,04:13:06,01:21:48,"Ikeda, Tomoshige 298"
05:32:25,21,1233,1548,04:28:59,01:17:53,"Zoch, Roger 349"
06:19:37,266,1517,2066,06:07:37,01:20:14,"Garthe, David 2464"
--:--:--,--,--,--,--:--:--,--:--:--,"Lowenberg, Melissa 1227"
07:23:23,16,617,2237,06:48:25,01:20:05,"Haudry, Francoise 252"
04:45:30,1,189,207,03:19:34,01:01:08,"Sweet, Richard 474"
05:41:37,46,253,1395,04:02:43,01:09:44,"Rutherford, Joanne 1632"
05:09:56,161,921,1062,03:56:21,01:14:46,"Jarvinen, Aaro 2036"
05:04:18,148,746,822,03:55:55,01:01:29,"Page, James 2082"
05:12:04,47,786,869,03:44:29,01:10:27,"Ross, Doug 635"
04:46:05,96,363,392,03:43:04,00:56:02,"Fryer, Robert 1969"
04:49:53,86,374,403,03:39:23,00:56:54,"Brown, Nicholas 1643"
05:06:24,202,1029,1213,04:26:21,01:03:50,"Agius, Rudolph 1382"
05:15:26,12,98,947,03:45:12,01:13:41,"Canac, Laurie 2322"
04:53:57,11,466,499,03:31:04,01:06:05,"Gill, Ty 2381"
05:18:54,109,1092,1310,03:49:26,01:33:54,"Graw, Stefan 746"
07:47:18,99,616,2235,06:36:34,01:04:25,"Freeman, Heather 1619"
04:56:28,81,504,539,03:45:49,00:56:12,"Menendez De Luarca, Jaime 1489"
04:49:10,48,213,233,03:23:55,00:56:37,"Schedlbauer, Florian 1781"
05:03:02,5,625,674,03:41:59,01:00:53,"Ciarrocchi, Mauro 487"
04:56:25,88,378,407,03:28:50,00:59:44,"Demjantsuk, Vladimir 1718"
05:24:12,41,323,1566,05:04:54,00:57:04,"Carpenter, Rebecca 1174"
05:52:07,250,1424,1906,05:20:07,01:26:17,"Zych, Mark 2480"
04:40:28,29,137,150,03:26:02,00:54:59,"Ferreira Da Silva Neto, Antonio 1658"
05:00:16,198,1012,1181,04:34:19,01:01:30,"Papais, René 1504"
05:50:51,35,1320,1705,04:45:29,01:10:43,"Suzuki, Shigy 306"
04:43:43,30,214,234,03:28:38,00:59:17,"Boule, Alexandre 1262"
06:41:42,9,1497,2034,05:07:59,01:47:57,"Muranaka, Shinichi 172"
05:14:21,92,511,1983,06:50:31,01:13:09,"Jacobs, Jessica 1584"
05:35:39,68,949,1099,03:41:11,01:08:11,"Ishikura, Keisuke 661"
05:27:43,19,1219,1528,04:31:42,01:14:13,"Tremaine, Vincent 345"
04:45:15,136,588,632,03:58:50,01:01:17,"Hummel, Kyle 1828"
07:29:32,26,1642,2272,06:28:46,01:59:29,"Kim, Byongdoo 156"
05:54:26,45,350,1619,04:29:39,01:08:27,"Vogt, Tine 1196"
05:52:21,275,1581,2170,07:32:54,01:25:33,"Choi, Kwang-Soo 1027"
05:47:37,--,--,--,--:--:--,01:19:01,"Fukuda, Takayuki 234"
07:43:19,71,1646,2276,06:29:34,01:45:26,"Swenson, Mark 344"
05:16:00,54,849,946,03:52:39,01:03:47,"Philippe, Bonnet Badille 780"
04:59:47,16,606,650,03:46:31,01:00:15,"Saso, Hiroaki 2416"
05:53:51,88,457,1856,05:07:15,01:22:38,"Heisler, Felicia 1622"
04:54:06,130,688,749,03:49:24,01:11:39,"Park, Sung-Jin 1417"
04:40:39,53,446,478,03:46:07,01:03:52,"de Korte, Robert 2273"
05:03:30,97,569,613,03:35:48,01:03:31,"Macdonald, Richard 1487"
04:39:23,196,1073,1278,05:07:18,00:54:04,"Hansen, Scott 1726"
05:34:43,232,1275,1630,04:53:06,01:07:21,"Jensen, Gary 1477"
04:34:38,73,275,297,03:38:01,01:03:25,"Springhetti, Aaron 2004"
05:43:09,54,300,1505,04:12:37,01:15:36,"Karpinski, Sarah 1885"
--:--:--,--,--,--,--:--:--,--:--:--,"Fieldhack, Jeff 606"
05:00:21,120,655,708,03:52:38,00:59:12,"Duncan, Kirron 1457"
07:21:22,72,1653,2284,06:54:27,01:53:23,"O'Bryant, Allan 2472"
05:25:20,127,1166,1435,04:37:10,00:56:10,"Boldu Tormo, Enrique 650"
04:50:57,19,19,229,03:15:31,01:04:46,"Lundstrom, Asa 3038"
05:37:57,40,1103,1332,03:51:16,01:20:21,"Schmäding, Ralf 446"
07:04:59,68,567,2111,05:54:44,01:16:13,"Brenke, Rachel 103"
05:18:03,60,902,1030,03:36:50,01:21:14,"Carmo, Fernando 692"
05:00:21,89,654,707,03:46:20,01:03:57,"Ferrarassi, Sebastian 896"
05:05:34,13,97,944,04:03:28,01:04:10,"Sironi, Cristina 1593"
05:27:14,33,1064,1267,03:57:19,01:12:35,"Voigtländer, Thoralf 530"
04:40:45,54,223,244,03:35:43,00:55:18,"Cowling, Paul 2021"
06:37:48,62,1571,2155,06:17:26,01:38:46,"Ward, Pat 347"
04:39:11,16,262,284,03:36:05,01:00:26,"Selukov, Arnaud 1070"
05:17:21,22,100,950,03:57:51,00:59:04,"Pirotte, Annabelle 2163"
06:05:07,45,347,1614,04:11:20,01:15:17,"costa, natally 2334"
05:33:00,8,1347,1755,04:56:48,01:27:21,"Smith, Robert 203"
07:20:46,54,586,2157,05:49:01,01:34:28,"Rice, Carly 2375"
04:47:53,84,363,392,03:36:12,01:01:29,"Browne, Nicholas 1644"
04:42:10,47,212,232,03:23:50,01:03:21,"Brugiere, Steeve 1716"
06:04:56,108,1454,1949,05:41:33,01:09:39,"Saadus, Allan 522"
--:--:--,--,--,--,--:--:--,--:--:--,"Fullen, Gill 839"
07:12:19,32,593,2180,06:06:25,01:29:03,"Konarski, Rhonda 384"
04:45:22,32,125,136,03:15:31,00:56:44,"Knobelspies, Fabian 2116"
04:48:02,82,355,384,03:30:18,01:04:34,"Blakie, Alan 1640"
04:42:18,25,220,241,03:31:04,00:58:05,"Stöhr, Markus 2265"
05:51:52,156,1330,1726,04:41:53,01:15:28,"Woodhouse, Craig 715"
05:51:34,4,1271,1624,04:21:07,01:21:56,"Valena, Tomas 204"
05:38:30,24,389,1711,05:07:07,01:06:11,"Kaltenbaugh, Ann 854"
04:43:57,49,205,223,03:23:34,01:02:15,"Schoeman, Jason 2052"
05:25:15,233,1278,1636,04:46:44,01:19:43,"Bernard, Jonathan 1335"
04:46:59,19,102,112,03:04:30,00:58:09,"Yvalun, Johan 1873"
06:45:01,276,1583,2174,06:24:12,01:31:11,"Gagnon, Lucien 1102"
07:10:55,126,1628,2246,06:36:10,01:46:04,"Stockall, Eric 526"
05:29:48,52,292,1492,04:25:36,01:14:02,"Perry, Jess 1891"
05:02:43,12,792,875,04:02:07,01:01:06,"Nation, Perry 413"
05:16:57,7,690,753,03:30:17,01:07:30,"Tanaka, Takeshi 476"
05:34:46,25,117,997,03:34:50,01:08:44,"Onaran, Ipek 2181"
04:44:31,7,7,84,03:06:04,00:58:23,"Sali, Kaisa 3004"
06:10:37,25,392,1715,04:30:50,01:05:42,"Clarke, Angela 804"
--:--:--,--,--,--,--:--:--,--:--:--,"Badenhorst, Claire 2362"
04:56:50,109,626,675,03:46:43,01:05:14,"Iott, Scott 1297"
04:59:30,108,613,662,03:46:40,00:59:26,"Saluveer, Joona 1419"
05:15:03,213,1106,1337,04:21:47,01:13:24,"Girg, Sebastian Felix 1464"
04:57:22,22,619,668,03:54:58,00:55:24,"Valderrabano, Uzziel 714"
06:19:44,10,500,1965,05:12:59,01:30:38,"Craig, Cary 350"
07:20:00,4,1547,2117,05:40:17,01:16:51,"なかた, ひろし 135"
04:51:55,93,394,425,03:42:37,00:54:34,"Espinoza, Ernesto 1815"
05:05:00,136,838,934,04:00:29,01:05:20,"Stanley-Hunt, Kevin 1007"
06:49:53,280,1618,2233,06:23:16,01:50:41,"Scroggins, Tommy 1156"
04:58:46,110,1094,1312,04:38:30,01:08:44,"Owsley, William 631"
05:02:30,150,791,874,03:50:05,01:11:08,"Zaman, Joris 1435"
04:57:20,108,449,482,03:31:54,01:03:33,"Brown, Markcus 1715"
06:42:11,94,532,2027,05:22:16,01:25:43,"Ramsbey, Nicole 1629"
04:37:29,203,1032,1216,04:52:01,01:09:35,"Weyland, Christian 1327"
04:25:04,16,16,16,02:57:35,00:50:45,"Phillips, Mike 39"
04:36:08,3,53,57,03:14:20,00:51:37,"Phillips, Ben 2307"
05:18:08,8,71,788,03:35:34,01:06:40,"Thomas, Sarah 1900"
04:42:24,15,261,283,03:20:01,01:11:22,"Doyle, Declan 972"
05:14:12,11,91,919,03:51:44,01:04:17,"Rabago, Larissa 2332"
05:15:38,11,93,922,03:45:03,01:09:05,"Schneeberger, Cornelia 1633"
04:41:05,3,141,154,03:23:57,00:56:20,"Julen, Diez Rodriguez 2389"
05:01:00,105,738,811,03:45:43,01:08:59,"Doron, Yehuda 1097"
04:39:38,104,400,431,03:49:03,01:00:45,"De Mooij, Jaryd 2023"
05:15:10,2,47,654,03:22:00,01:10:49,"Villa, Elisabetta 1195"
04:36:29,124,560,603,04:03:28,01:04:24,"Perry, Andrew 1995"
07:34:02,69,1639,2268,06:47:51,01:31:38,"Kennedy, Thomas 300"
05:35:53,182,1468,1972,06:16:26,01:16:52,"Tuttle, Michael 2133"
