"Name","div_rank","gender_rank","overall_rank","swim","bike","run"
"Palones Llopis, Vicente 1777","188","990","1149","01:11:21","05:13:42","04:03:28"
"Leuchtenmüller, Mario 1124","94","679","737","01:06:20","04:45:18","04:01:39"
"Wietscher, Antje 364","19","529","2018","01:39:27","06:51:34","04:56:54"
"Mak, Manfung 1352","258","1538","2103","01:42:57","07:06:38","05:06:24"
"Davies, Matthew 324","48","1456","1952","01:15:15","06:13:30","05:33:16"
"Boyd Brown, Susie 264","9","596","2184","01:37:52","07:32:53","05:33:50"
"Nadarajah, Kanagarajah 673","160","1363","1783","01:31:15","05:55:45","04:36:38"
"Sandquist, Jason 935","83","631","680","01:01:12","04:56:10","03:51:27"
"Charles-Barclay, Lucy 3002","2","2","35","00:48:14","04:38:10","03:05:50"
"Carvalho, Thomas 2388","13","493","527","01:00:22","04:55:57","03:41:05"
"Bova, Lee 1614","86","441","1825","01:08:04","06:35:26","04:29:44"
"Noel Hubert Bernard, Lepoittevin 1133","215","1174","1445","01:12:20","05:40:16","04:09:58"
"Pauer, Gabriele 862","38","445","1836","01:11:55","06:05:57","04:58:46"
"Salvi, Tony 787","139","1244","1568","01:36:13","05:40:13","03:59:51"
"Roepstorf, Uwe 418","6","680","739","01:13:27","05:03:22","03:36:29"
"Richardt, Morten 1508","192","980","1138","01:07:14","04:58:41","04:23:44"
"Haug, Anne 3035","3","3","48","00:54:21","04:47:45","02:55:20"
"Behme, Caroline 1218","60","428","1802","01:06:20","05:45:00","05:13:55"
"Brandon, Lauren 3036","--","--","--","00:51:06","05:17:07","--:--:--"
"Nilsson, Patrik 8","--","--","--","00:50:46","--:--:--","--:--:--"
"Giguere, John 659","151","1304","1682","01:28:35","05:29:46","04:40:01"
"Bakken, Asbjoern 206","13","1419","1895","01:24:27","05:43:39","05:29:45"
"Mcrae, Bob 669","6","350","379","01:02:45","04:37:30","03:41:18"
"Link, Nadine 1225","73","557","2080","01:22:41","07:22:53","05:08:36"
"Ernsdorf, Matt 1100","272","1565","2145","01:06:36","06:25:28","06:52:03"
"Gruber, Cordula 573","--","--","--","01:04:56","06:00:29","--:--:--"
"Mcparland, Margie 1557","37","193","1238","01:09:22","05:19:31","04:06:20"
"Dimassa, Vincent 2274","41","351","380","01:09:32","04:50:44","03:22:42"
"Hanson, Campbell 1403","13","133","144","00:55:37","04:37:39","03:27:07"
"Kaeppeli, Markus 618","117","1128","1367","01:11:03","04:51:12","04:50:33"
"Shinozaki, Yu 1860","--","--","--","00:58:44","04:52:19","--:--:--"
"Rosengarten, Gary 342","41","1385","1826","01:16:58","06:19:11","04:32:56"
"Zhang, Yu 1754","218","1452","1945","01:54:14","06:07:19","04:48:29"
"Pilch, Heinrich 338","57","1536","2098","01:31:05","06:42:47","05:45:11"
"Pilchner, Frank 514","--","--","--","--:--:--","--:--:--","--:--:--"
"Tiozzo, Gianmaria 2237","46","380","410","01:04:31","05:00:46","03:17:59"
"West, Andrew 1526","240","1358","1775","01:22:21","05:52:07","04:43:05"
"Pruim, Brad 1002","169","946","1095","01:23:09","05:19:30","03:41:15"
"Garcia, Marcos 1103","253","1415","1889","01:33:02","06:03:40","04:52:07"
"Berrospi, Juan 1089","248","1387","1829","01:20:06","05:49:12","05:05:07"
"Ropka, Jennifer 865","45","468","1879","01:10:47","06:36:54","04:37:12"
"Daily, Ned 293","20","1225","1538","01:24:41","05:29:29","04:20:04"
"Scarella, Jeff 1694","87","375","404","00:59:12","04:39:42","03:46:08"
"Bodanese, Rodrigo 2065","44","176","193","00:56:54","04:47:14","03:21:05"
"Rueß, Dominik 1779","8","62","67","00:53:45","04:31:11","03:19:48"
"Eynon, Marcie 1238","81","631","2281","01:53:26","07:56:24","06:18:47"
"Vakra, Villu 1749","12","79","86","00:59:34","04:30:10","03:18:48"
"De Malsche, Tom 970","130","818","906","01:07:18","05:00:08","04:01:15"
"Frigault, Jonathan 2407","23","863","968","00:57:57","05:09:48","04:07:57"
"Jones, David 406","26","1001","1163","01:09:24","05:04:53","04:18:34"
"Hall, Brad 748","182","1478","1994","01:13:25","06:55:55","05:04:23"
"Baert, Marc 218","31","1522","2077","01:30:37","06:20:59","06:01:52"
"Van Rompaey, Danny 1016","71","581","625","00:59:15","04:50:46","03:52:56"
"David, Toro 1166","75","601","645","01:10:00","04:59:53","03:36:28"
"Graca, Jose 1287","4","98","107","00:58:43","04:36:27","03:17:15"
"Henker, Alexander 326","8","1000","1161","01:20:26","05:14:39","03:57:48"
"Guillemin, Benjamin 901","149","869","979","01:10:24","05:11:36","03:50:50"
"Moynihan, Jon 1358","228","1238","1559","01:04:39","05:58:07","04:16:58"
"Hart, Ellen 352","6","495","1948","01:21:23","06:02:37","05:34:18"
"Depoorter, Yves 693","3","255","277","01:03:52","04:45:53","03:24:34"
"Veith, Sebastian 2135","19","88","95","00:53:55","04:34:12","03:21:34"
"Pellerin, Elliot-Olivier 1994","126","566","609","01:01:45","04:58:35","03:38:51"
"Dr. Ellert, Philipp 2104","76","285","307","00:58:37","04:30:52","03:48:05"
"Whitman, Bob 248","42","1586","2178","01:46:55","07:21:17","05:36:17"
"Paredes, Silvia 360","--","--","--","--:--:--","--:--:--","--:--:--"
"Feddock, Jonathan 1657","157","706","772","01:00:57","05:10:27","03:43:32"
"Zimmet, David 1381","85","519","555","00:59:09","04:53:10","03:43:30"
"Rutze, Rene 521","41","1110","1341","01:13:55","05:13:01","04:21:47"
"Sorensen, Michele 373","21","534","2029","01:30:17","06:41:18","05:19:06"
"Turnbull, Robert 2058","144","724","795","01:20:26","04:56:46","03:40:16"
"Srb, Thomas 680","57","874","987","01:14:06","05:05:32","03:53:16"
"Rojas M., Williana 1895","18","126","1020","01:24:05","05:18:51","03:34:43"
"Li, Dandan 1735","190","1011","1178","01:04:01","05:24:01","04:01:30"
"Halttunen, Arthur 235","6","1329","1725","01:05:29","05:47:29","05:02:41"
"Spierings, Greg 679","58","890","1010","01:17:02","05:09:39","03:50:18"
"Lemholdt, Jacob 2256","28","245","267","01:03:59","04:50:11","03:18:36"
"Mikula, Miroslav 625","94","1048","1242","01:26:10","05:19:56","03:51:37"
"Kelly, John 1977","25","97","106","01:05:51","04:35:33","03:10:59"
"Crosby, Jeff 490","62","1211","1513","01:14:44","05:27:35","04:27:36"
"Bogdanov, Sergey 292","5","896","1022","01:13:08","05:11:06","03:53:02"
"Shapcott, James 2002","170","1100","1329","01:00:46","05:05:04","04:41:16"
"Taylor, Gregory 286","--","--","--","01:07:44","05:18:59","--:--:--"
"Koniarski, Tim 2118","80","303","326","01:03:09","04:46:08","03:28:25"
"Van Berkel, Tim 20","12","12","12","00:50:39","04:27:47","02:50:36"
"Nemitz, Jan 1496","139","725","796","01:07:11","05:23:10","03:26:20"
"Humble, John 2301","33","283","305","01:00:39","04:42:46","03:31:02"
"Fages, Perrine 1879","65","398","1729","01:20:29","05:56:35","04:38:04"
"Irby, Della 537","18","442","1827","01:36:14","06:08:13","04:34:11"
"Munoz, Marcel 1493","32","222","243","01:00:26","04:59:54","03:10:47"
"Matsuda, Kimiko 192","8","634","2293","01:28:11","07:50:53","07:07:08"
"Doi, Keish 603","153","1309","1689","01:08:48","04:55:16","05:44:03"
"Wragg, John 216","45","1609","2216","01:38:34","06:34:56","06:56:51"
"Kawatani, Yoko 1208","65","471","1884","01:37:46","06:15:53","04:41:47"
"Breffle, Barry 883","79","609","657","01:01:32","04:54:48","03:51:41"
"Yetman, Peggy 822","--","--","--","01:08:45","05:26:08","--:--:--"
"Agustsson, Runar Orn 2094","163","966","1121","00:59:56","04:42:14","04:48:58"
"Sahm, Marco 1067","8","186","204","01:02:20","04:46:19","03:19:12"
"Nobuyuki, Saito 174","23","1614","2224","01:47:15","07:12:42","06:12:22"
"Buttrick, Nathan 1646","44","202","220","01:03:28","04:42:14","03:23:50"
"Hill, John 282","10","1033","1219","01:08:30","05:12:13","04:15:10"
"Grosicki, Greg 1971","72","273","295","00:59:56","04:42:37","03:34:06"
"Lorenz, Holger 1052","187","1040","1228","00:57:14","04:59:14","04:42:11"
"Tyrode, Frederic 1077","133","828","918","00:56:54","04:53:36","04:20:14"
"Carrillo, Leo 601","175","1430","1916","01:06:51","05:14:06","06:22:47"
"Olsson, Erik 1849","199","1108","1339","01:12:50","05:15:33","04:18:31"
"Leuendorff, Anja 1624","34","177","1195","01:09:31","05:16:12","04:09:20"
"Rentch, Jennifer 834","53","492","1938","01:15:14","06:06:49","05:30:28"
"Collins, Andre 162","6","1469","1973","02:03:37","06:12:12","04:57:32"
"Lawrence, Fiona 1209","48","355","1626","01:09:19","05:46:03","04:38:06"
"Christensen, Lone 571","39","547","2055","01:35:12","07:06:36","05:01:26"
"Kurihara, Masaaki 2039","147","734","807","00:59:37","05:06:27","03:49:53"
"Panichi, Claudio 212","37","1555","2128","01:27:13","05:57:54","06:58:47"
"Tucker, Ian 2238","77","736","809","01:04:12","04:47:26","04:10:24"
"Roberts, Leah 1944","22","142","1063","01:05:12","05:28:11","03:47:47"
"Wessinger, Kevin 955","63","542","582","01:05:05","04:47:05","03:46:58"
"Tsai, Ming-Chi 1373","210","1095","1313","01:22:26","05:16:26","04:07:56"
"Marsden, Philip 330","55","1508","2054","01:26:41","06:43:07","05:31:31"
"Soukup, Petr 2087","5","45","47","00:53:06","04:39:29","03:04:24"
"Shiflett, Bryan 940","76","603","647","01:03:40","05:02:29","03:40:59"
"Anaya Gil, Ruben 1796","174","857","959","01:08:02","05:12:17","03:52:42"
"Liao, Ling 2041","150","776","859","01:09:46","05:06:00","03:50:31"
"Bross, Amy 1578","82","408","1751","01:16:58","05:26:47","05:10:00"
"Alexander, Nathalie 2347","30","208","1287","01:05:22","05:20:20","04:19:23"
"Rae, Ryan 1852","198","1107","1338","01:03:53","05:26:43","04:15:02"
"Musella, Giuseppe 412","21","932","1077","01:06:21","05:20:34","03:49:16"
"Kennedy, Siobhan 552","16","432","1809","01:35:53","06:12:31","04:18:06"
"Ott, Melanie 2182","56","335","1589","01:16:19","05:50:29","04:19:55"
"Inada, Hiromu 123","1","1667","2305","01:51:25","08:02:40","06:28:17"
"Beby, Daniel 1442","114","643","693","01:05:37","05:01:14","03:42:48"
"Varley, Christian 2134","91","345","374","01:18:48","04:47:54","03:14:06"
"Wilson, Robin 686","83","992","1151","01:07:25","05:18:01","04:01:40"
"Tegeder, Joe 1521","260","1558","2132","01:07:42","06:47:31","06:17:39"
"Busko, Billy 597","46","784","867","01:08:47","05:06:15","03:50:43"
"Henderson, Amy 2368","4","39","580","01:09:23","04:59:20","03:34:44"
"Beran, Thomas 1088","206","1123","1360","01:00:43","05:32:19","04:12:27"
"Naeth, Angela 3042","8","8","99","00:58:28","04:42:25","03:11:11"
"van Rens, Joost 1523","73","478","511","01:02:49","04:51:04","03:40:53"
"Annett, Jen 3032","25","26","345","00:58:47","04:51:37","03:31:59"
"Gardner, Garrett 2275","84","929","1073","01:12:56","05:24:20","03:42:07"
"Wojtylo, Olimpia 1926","48","264","1424","01:08:37","05:23:13","04:28:08"
"Allen, Christopher 2285","31","270","292","01:02:29","04:43:30","03:28:41"
"Berg, Kevin 274","34","1319","1704","01:08:29","05:48:58","04:46:49"
"Reinertsen, Sarah 111","11","577","2141","01:21:09","07:09:05","05:59:47"
"Conner, Bill 1093","279","1617","2230","01:32:24","07:17:00","06:24:40"
"Sidor, Kevin 1158","268","1525","2082","00:59:21","07:00:22","05:55:58"
"Spagnoletti, Karine 1567","48","260","1414","01:04:14","05:34:10","04:20:22"
"Reece, Drew 1853","148","684","745","00:53:45","04:56:19","04:00:33"
"Vincel, Renee 845","22","381","1693","01:24:28","05:47:36","04:33:56"
"Anthonis, Johan 453","37","1086","1298","01:16:44","05:24:58","04:02:26"
"Welker, Molly 1215","75","570","2116","01:39:05","06:41:15","05:54:09"
"Svenningsson, Rasmus 2235","1","31","32","00:55:23","04:28:08","03:05:17"
"Kromar, Damijan 1120","97","696","759","01:04:05","04:50:16","04:02:27"
"Benjamin, Proux 1443","18","150","163","01:02:13","04:39:24","03:20:42"
"Johnson, Simon 1299","118","649","702","01:02:19","04:45:42","04:02:21"
"Knuckey, Bob 169","1","1307","1686","01:18:12","05:47:37","04:38:37"
"Plant, Robert 141","1","1447","1939","01:31:38","06:22:23","05:02:28"
"Elliot, Carol 377","35","604","2201","01:51:47","07:19:50","05:50:21"
"Sandoval Velazquez, Jose Alejandro 959","240","1344","1752","01:07:51","06:07:47","04:37:15"
"Ibanez De Aldecoa, Jose Maria 464","15","877","992","01:16:59","05:14:05","03:44:55"
"Whitmore, Luke 1790","50","224","246","00:57:42","04:47:06","03:25:58"
"Williams, Brice 1433","5","101","111","00:53:35","04:37:42","03:22:21"
"Tamson, Karen 560","10","402","1736","01:08:14","06:06:31","04:41:00"
"Fei, Fu 1460","246","1379","1814","01:28:05","05:47:54","04:57:06"
"Goscomb, Glenda 379","12","510","1982","01:38:03","06:23:27","05:13:52"
"Comeau, Francine 265","--","--","--","--:--:--","--:--:--","--:--:--"
"Peltier, Sarah 1589","81","406","1745","01:15:47","05:42:10","04:58:58"
"Collins, Michael 488","131","1655","2287","01:09:34","07:54:43","07:02:00"
"Tijsmans, Luk 1012","53","496","530","01:01:33","04:59:05","03:31:43"
"King, James 1045","--","--","--","--:--:--","--:--:--","--:--:--"
"Carter, Larkin 398","51","1185","1467","01:17:11","05:27:16","04:19:33"
"Gray, Megan 1181","36","298","1503","01:03:21","05:38:09","04:28:47"
"Cook, Marcus 107","287","1665","2303","01:53:28","07:38:00","06:56:45"
"Halleumieux, Christophe 1040","6","177","194","01:09:47","04:45:44","03:10:33"
"Davies, Matthew 1455","117","648","699","01:05:04","05:00:35","03:41:55"
"Fehlhaber, Tobias 1101","283","1625","2243","01:21:53","07:17:32","06:46:30"
"Weaver, Kate 2454","33","571","2118","01:19:34","06:48:26","06:12:34"
"Maruta, Satoshi 1738","179","891","1011","01:15:31","05:28:24","03:35:18"
"Broadley, Greg 219","17","1446","1937","01:13:36","06:03:26","05:37:28"
"De Bruyn, Tom 1961","64","242","264","01:04:59","04:34:40","03:33:21"
"Ramos, Daniel 1146","270","1549","2121","01:25:29","06:21:11","06:33:26"
"Michel, Bastien 469","30","1034","1221","01:21:19","05:31:26","03:43:21"
"Philippe, Anthony 929","17","274","296","01:03:02","04:46:20","03:26:14"
"Scully, Michael 2130","120","533","571","01:06:07","05:08:20","03:19:56"
"Liu, Ning Ning 1848","208","1279","1638","01:28:05","05:33:28","04:31:24"
"Smith, Lesley 3022","--","--","--","00:58:30","05:07:10","--:--:--"
"Huang, Qiang 1113","274","1569","2152","01:26:25","06:30:12","06:33:04"
"Crawford, Jane 823","6","217","1305","01:14:10","05:49:54","03:40:51"
"Ripper, Jess 1315","--","--","--","01:02:28","05:01:51","--:--:--"
"Beare, Martin 454","32","1058","1255","01:15:43","05:30:07","03:53:07"
"Groenbek, Jens 1725","--","--","--","--:--:--","--:--:--","--:--:--"
"Legere, Vincent 1350","152","800","886","01:10:50","05:11:53","03:41:22"
"Amberger, Josh 9","--","--","--","00:47:39","04:18:42","--:--:--"
"Fässler, Christian 2221","49","402","433","00:58:28","04:43:45","03:46:22"
"Franck, Vuaillat 492","46","1142","1394","01:12:15","05:25:52","04:14:34"
"董, 岚 1931","73","581","2146","01:36:35","06:56:12","05:57:48"
"Curtin, Paul 429","79","1284","1647","01:22:31","05:35:44","04:31:03"
"Carfrae, Mirinda 3011","5","5","63","00:58:18","04:46:05","03:01:41"
"Kelly, Emmet 1768","119","499","533","01:04:38","05:11:58","03:20:10"
"Onyshchenko, Andrii 2261","38","312","336","01:07:07","04:53:34","03:18:39"
"Kittleson, David 467","122","1602","2207","01:34:39","06:34:07","06:52:43"
"Moen, Kristi 541","6","329","1574","01:16:46","05:58:25","04:09:48"
"Lehner, Frank 911","96","693","756","01:18:54","04:55:39","03:36:32"
"Hajduk, David 2073","157","876","989","01:08:44","05:34:42","03:34:53"
"Eccleston, Steven 1458","52","346","375","01:01:26","04:57:46","03:22:52"
"Nyberg, Christian 1135","113","775","858","01:03:10","04:51:30","04:07:13"
"Grabner, Daniel 2296","22","191","209","01:09:40","04:44:00","03:15:35"
"Haig, Johnny 1109","250","1403","1862","01:24:39","05:50:06","05:05:39"
"Geirnaert, Tom 1400","132","694","757","01:07:27","04:52:04","03:54:16"
"Save, Jerome 1420","27","196","214","01:01:14","04:32:48","03:32:00"
"Antonetti, Lucas 878","4","167","182","00:56:38","04:51:17","03:18:29"
"Lorenzen, Gyde 2205","63","447","1838","01:48:15","06:04:01","04:28:26"
"Hall, Benjamin 2297","56","460","493","01:10:23","05:00:48","03:23:54"
"Kurc-Boucau, Quentin 2038","13","75","81","00:56:41","04:24:09","03:26:23"
"Ryan, Andrew 1855","201","1125","1362","01:13:15","04:57:16","04:40:50"
"Hodges, Steve 236","41","1580","2169","01:32:24","07:23:36","05:46:31"
"Naglowski, Michal 1494","264","1627","2245","01:27:16","06:57:10","07:08:07"
"Matthews, Tim 767","176","1431","1918","01:20:07","05:47:42","05:38:43"
"Künzi, Hans 147","11","1546","2115","01:27:25","06:37:16","06:11:48"
"Evgrafov, Roman 1720","20","106","116","00:51:42","04:43:19","03:19:29"
"Hurula, Matti 499","42","1122","1359","01:05:42","05:02:44","04:40:11"
"Younts, Joanna 838","58","523","2008","01:19:52","05:50:20","06:11:11"
"Tardy, Michel 1162","286","1660","2295","01:50:26","07:59:07","06:32:18"
"Pearce, Malc 511","107","1453","1947","01:02:00","06:20:49","05:31:45"
"Jochum, Markus 224","1","1127","1365","01:17:30","05:22:58","04:09:47"
"Laine, Mikko 989","66","560","603","01:01:08","04:50:50","03:50:46"
"Holmstrom, Bjorn 1112","277","1598","2202","01:28:33","06:50:30","06:36:06"
"Germann, Désirée 1908","6","65","764","01:10:15","05:12:51","03:33:49"
"Vervisch, Stefaan 450","14","839","935","01:06:04","05:06:29","03:59:26"
"Lunn, Paul 916","3","147","160","01:05:00","04:38:36","03:19:39"
"Van Soest, John 1169","207","1124","1361","01:12:51","05:27:27","04:10:26"
"Austin, John 194","12","1411","1877","01:40:22","06:07:56","04:41:27"
"Mcgrath, Scott 1131","203","1104","1333","01:08:26","05:20:26","04:11:10"
"Pike, Chris 1743","129","550","591","01:04:53","04:53:27","03:44:01"
"Ball, Duncan 722","149","1299","1674","01:24:30","05:23:20","04:50:39"
"Fauske Haferkamp, Cathrine 1222","18","198","1257","01:01:52","05:33:26","04:05:56"
"Vocking, Peter 641","166","1390","1834","01:11:48","05:17:34","05:47:30"
"Temme, Travis 1010","237","1313","1694","01:04:37","05:15:30","05:23:44"
"Sun, Shiyi 2342","55","591","2173","01:36:55","07:14:14","05:58:37"
"Li, Peng Cheng 2232","17","159","174","00:57:41","04:52:14","03:13:00"
"Lloyd, Graham 148","29","1652","2283","01:59:07","06:26:26","07:45:58"
"Bartelle, Daniel 1441","61","423","455","01:09:43","04:44:42","03:33:57"
"Overmars, Koen Pieter 1502","134","710","776","01:04:49","04:51:58","03:59:32"
"Muroya, Koji 439","48","1147","1402","01:11:26","05:23:24","04:19:32"
"Brown, Ani De Leon 1579","74","378","1681","01:08:16","05:45:42","04:49:55"
"Peters, Nancy 370","20","531","2026","01:26:34","06:42:16","05:27:36"
"Albarote, Lezette 1575","90","493","1944","01:36:50","06:43:07","04:35:14"
"Mohr, Robert 1990","74","279","301","01:00:36","04:50:45","03:23:53"
"Hirose, Roen 497","120","1592","2191","01:32:25","07:17:40","05:56:00"
"Girardi, Bruno 312","22","1236","1556","01:18:01","05:12:10","04:51:26"
"Cowan, Anthony 966","45","459","492","01:03:18","04:59:44","03:26:41"
"Hoskens, Rudy 433","96","1381","1820","01:27:05","06:03:59","04:41:31"
"Baker, Edward 1798","--","--","--","00:58:45","04:32:20","--:--:--"
"Svetana, Ushakova 2343","22","158","1137","00:56:51","05:11:07","04:24:37"
"Peterson, Greg 779","188","1498","2038","01:20:19","05:56:06","06:16:23"
"Wallace, Patrick 287","7","950","1101","01:08:18","05:22:15","03:55:41"
